topic,pval_lag0_train,corr_lag0_train,pval_lag1_train,corr_lag1_train
topic_0,0.0,-0.0204,0.0002,-0.0053
topic_1,0.0,0.1652,0.0,0.0397
topic_2,0.0,-0.071,1.0,0.0009
topic_3,0.0,-0.1162,0.0014,-0.0047
topic_4,0.0,0.0309,0.0,0.0362
topic_5,0.0,-0.0848,0.0,-0.038
topic_6,0.0,-0.0198,0.0,0.0151
topic_7,0.0,-0.0987,0.0119,-0.004
topic_8,0.0,-0.0223,1.0,-0.0014
topic_9,0.0,-0.0532,0.0,-0.0092
